ImageId,EncodedPixels
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 107064 8 107576 16 108090 18 108602 30 109114 32 109627 31 110139 33 110651 34 111163 34 111675 34 112187 35 112699 35 113211 35 113723 35 114235 35 114747 35 115259 35 115771 34 116283 34 116795 34 117307 33 117818 33 118331 31 118842 30 119353 28 119861 2 119864 27 120376 3 120380 20 120900 8
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 144713 6 145211 24 145721 29 146232 31 146743 32 147254 34 147766 34 148278 34 148790 34 149302 34 149814 34 150326 33 150838 33 151350 32 151862 32 152374 28 152886 27 152914 1 153398 26 153911 23 154425 21 154938 18 155458 1 155460 2
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 164933 6 165440 19 165950 26 166460 30 166971 32 167483 33 167995 33 168507 34 169021 33 169533 32 170045 32 170559 28 171072 28 171585 26 172097 24 172610 22 173124 17 173142 2 173636 16 174150 14 174663 10 175176 8 175691 2
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 287102 15 287613 20 288124 27 288636 28 289148 29 289660 30 290172 30 290684 31 291196 31 291708 31 292220 33 292732 33 293244 33 293756 33 294269 33 294781 34 295293 33 295805 34 296317 34 296828 35 297340 35 297852 35 298364 35 298876 35 299388 35 299900 35 300412 35 300923 36 301436 35 301948 35 302459 36 302972 35 303484 34 303996 34 304508 33 305020 32 305532 31 306044 31 306556 15 306572 15 307070 13 307087 11 307583 10 307601 7 308098 1 308100 1
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 105503 1 106011 23 106522 25 107032 32 107543 33 108054 36 108565 37 109077 37 109588 39 110100 39 110611 40 111122 41 111634 41 112146 41 112657 42 113169 42 113681 42 114193 42 114705 42 115218 41 115729 42 116242 41 116755 40 117268 39 117780 38 118293 38 118806 36 119319 34 119831 30 119863 1 120346 24 120859 8
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 268796 1 269300 1 269305 7 269809 15 270320 17 270831 18 271343 18 271856 17 272368 17 272879 18 273392 17 273904 17 274416 17 274928 17 275440 17 275952 17 276464 17 276976 17 277488 17 278000 17 278512 17 279025 16 279536 17 280048 17 280560 17 281073 16 281584 17 282096 17 282608 17 283120 17 283632 17 284144 17 284656 17 285168 17 285681 16 286193 16 286705 16 287217 16 287729 16 288241 16 288753 16 289265 16 289776 17 290289 16 290801 15 291313 15 291825 16 292337 15 292849 6 292857 7 293362 6 293369 7 293874 14 294386 14 294898 3 294902 1 294908 3
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 285928 6 285935 1 285937 4 286436 19 286948 20 286969 1 287459 23 287971 25 288483 25 288509 1 288995 25 289021 1 289507 25 289533 1 290019 27 290531 27 291044 26 291556 26 292068 25 292580 26 293092 26 293604 25 294115 27 294627 28 295139 27 295650 29 296162 29 296674 29 297186 29 297698 29 298210 29 298722 29 299234 29 299746 29 300258 29 300770 29 301282 29 301794 29 302306 29 302818 29 303330 29 303842 29 304354 29 304866 29 305378 29 305890 28 306403 24 306916 23 307429 20 307450 1 307942 18 308454 15
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 270268 5 270779 8 271289 13 271801 15 272313 16 272824 18 273336 19 273846 1 273848 19 274358 1 274360 19 274872 20 275384 20 275896 20 276408 20 276920 20 277431 22 277943 22 278455 22 278967 22 279479 22 279990 23 280502 23 281014 23 281526 22 282037 23 282545 27 283055 29 283567 29 284079 28 284588 31 285099 32 285610 33 286122 32 286634 32 287146 32 287657 33 288169 33 288680 34 289192 34 289704 34 290217 33 290729 33 291241 33 291753 33 292265 33 292777 33 293289 33 293801 31 294314 29 294826 28 295339 23 295852 20 296364 20 296877 18 297390 16 297903 13 298416 11 298929 8 298938 1 299443 6
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 206750 1 207241 10 207259 6 207751 26 208262 28 208773 29 209285 29 209797 29 210308 30 210819 31 211332 30 211843 31 212354 32 212866 32 213378 32 213889 33 214401 33 214913 33 215424 34 215937 33 216449 33 216961 33 217473 33 217985 33 218497 33 219010 32 219522 32 220034 32 220548 30 221060 29 221573 28 222086 26 222602 1 222605 1 222616 7
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 246991 1 246993 3 247501 9 248011 12 248520 17 249032 18 249544 20 250056 21 250567 24 251078 26 251590 26 252103 25 252614 27 253126 28 253638 28 254150 28 254662 28 255174 28 255686 28 256198 28 256710 28 257222 28 257734 28 258246 28 258758 28 259270 29 259782 29 260294 29 260806 29 261319 28 261830 29 262342 29 262854 29 263367 28 263879 28 264390 29 264902 29 265415 28 265927 28 266439 28 266951 28 267463 28 267975 28 268487 28 268999 28 269512 27 270023 27 270536 26 271048 26 271560 25 272073 24 272585 23 273097 23 273611 19 274124 18 274637 16
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 81636 2 81646 1 82146 7 82154 8 82657 17 83169 18 83680 19 84192 19 84704 19 85216 19 85729 18 86241 18 86753 18 87265 18 87777 18 88289 18 88800 19 89312 19 89824 19 90337 17 90849 17 91362 15 91874 14 92387 11
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 286560 1 287070 6 287580 8 288091 9 288603 9 289114 10 289626 10 290138 9 290650 9 291162 7 291676 1
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 269076 8 269587 10 270097 13 270608 14 271120 15 271631 16 272142 18 272654 19 273166 19 273678 19 274189 20 274701 21 275213 21 275702 1 275725 21 276214 1 276237 21 276749 21 277261 21 277773 21 278285 21 278797 21 279310 20 279822 20 280334 20 280846 20 281359 19 281871 19 282383 19 282896 18 283409 17 283922 16 284434 14 284950 8
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 331103 6 331110 1 331112 1 331612 16 332123 19 332633 21 333142 25 333654 25 334165 26 334676 27 335188 27 335699 28 336211 27 336723 28 337234 28 337746 27 338257 28 338768 28 339281 27 339792 27 340304 27 340816 27 341328 27 341840 28 342352 28 342864 28 343375 29 343888 28 344400 28 344912 28 345425 26 345939 6 345949 11 346468 1
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71, 287430 8 287442 5 287937 24 288447 27 288958 29 289469 31 289981 31 290492 32 291004 32 291516 33 292028 33 292540 33 293052 35 293564 35 294076 35 294588 35 295100 35 295612 35 296124 36 296637 35 297149 35 297661 35 298173 35 298686 35 299198 35 299710 35 300222 35 300734 35 301246 35 301758 35 302270 35 302782 35 303295 34 303807 34 304319 34 304832 33 305345 32 305858 31 306370 31 306885 10 306896 15
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 128270 2 128772 19 128794 1 129281 27 129792 29 130300 38 130809 43 131320 45 131831 47 132342 48 132853 50 133364 52 133876 53 134387 55 134898 57 135408 58 135919 60 136431 61 136943 61 137454 60 137966 61 138477 63 138988 63 139499 63 140010 65 140521 67 141033 66 141544 66 142056 67 142568 67 143080 66 143592 65 144104 65 144616 63 145128 63 145640 63 146153 61 146665 61 147178 60 147691 58 148204 55 148717 51 149230 48 149743 44 150256 42 150770 37 151283 33 151796 32 152309 30 152823 26 153336 20 153852 9 153863 2
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 77831 5 78340 10 78851 11 79363 3 79374 1 79875 2 79887 1 80387 2 80400 1 80899 2 80913 1 81411 2 81425 1 81923 2 81938 1 82435 2 82450 1 82947 2 82962 2 83459 2 83474 2 83971 2 83987 1 84483 2 84498 2 84995 2 85010 2 85507 3 85521 3 86019 17 86531 17 87043 17 87555 2 87569 3 88067 2 88082 2 88579 2 88594 2 89091 2 89106 2 89603 2 89618 1 90115 2 90130 1 90627 2 90642 1 91139 2 91154 1 91651 2 91666 1 92163 2 92176 3 92675 2 92687 3 93187 15 93699 15 94211 13 94723 12 95235 12 95747 10 96260 8 96772 7 97285 5
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 157066 2 157578 5 158090 8 158601 11 159113 14 159625 17 160107 1 160137 18 160618 2 160649 19 161129 3 161161 19 161640 4 161674 19 162152 1 162185 20 162697 20 163209 20 163721 21 164234 20 164746 20 165258 20 165770 20 166284 18 166797 17 167313 12 167827 10 168341 8 168855 6 169368 5 169880 5 170393 5 170905 5 171417 5 171929 6 172441 6 172899 1 172953 6 173411 12 173465 6 173924 11 173977 6 174439 8 174489 6 174953 6 175001 6 175464 7 175513 4 175977 6 176025 2 176492 3 176537 2 177005 2 177049 3 177518 1 177561 3
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 194895 13 195404 2 195407 14 195916 20 196426 22 196939 21 197451 21 197962 22 198474 22 198512 5 198986 23 199024 5 199498 24 199536 5 200009 25 200048 5 200520 26 200560 5 201032 26 201072 5 201544 26 201584 4 202056 25 202096 4 202568 25 202608 4 203080 25 203120 4 203593 24 203632 4 204105 24 204144 4 204618 23 204656 4 205131 22 205168 4 205644 21 205679 5 206157 20 206191 4 206671 18 206702 5 207184 34 207698 28 208213 22
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 79366 8 79877 10 80389 11 80901 12 81413 12 81925 13 82437 13 82949 13 83461 13 83973 14 84485 13 84997 13 85510 11
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 174496 4 175007 3 175517 5 176027 7 176054 1 176539 7 176566 1 177052 6 177077 3 177564 6 177590 2 178075 7 178102 3 178588 6 178614 4 179100 6 179126 4 179612 6 179638 4 180124 6 180150 6 180636 6 180664 4 181148 7 181176 5 181660 5 181688 5 182171 5 182201 4 182683 4 182714 4 183195 4 183228 2 183706 5 183740 2 184219 4 184252 2 184730 5 184765 1 185242 5 185754 5 186266 5 186778 5 187290 5 187803 4 188316 3 188831 1
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 203664 7 204175 9 204687 11 205198 15 205711 13 206223 13 206735 13 207248 12 207760 13 208272 13 208785 12 209297 12 209809 11 210322 11 210834 10 211346 10 211858 10 212369 11 212881 11 213393 11 213905 11 214417 13 214442 1 214928 26 215439 27 215951 26 216461 1 216463 26 216973 27 217486 25 217999 22 218511 22 219024 19 219537 17 220051 12
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 107026 2 107534 9 108046 9 108557 11 109068 12 109580 12 110090 14 110602 14 111113 15 111624 16 112135 17 112646 18 113157 19 113669 19 114181 19 114693 19 115204 20 115716 20 116228 20 116740 20 117252 20 117764 20 118276 20 118788 20 119300 20 119812 20 120324 20 120836 20 121348 20 121860 20 122372 20 122884 20 123396 20 123908 20 124420 20 124932 20 125444 20 125956 20 126468 20 126980 20 127492 20 128004 20 128516 20 129028 20 129540 20 130052 20 130564 20 131076 20 131588 19 132100 19 132612 19 133124 19 133636 19 134148 19 134660 19 135172 18 135684 18 136196 18 136708 18 137220 17 137733 16 138245 16 138757 15 139270 14 139783 11 140295 10 140808 6 141320 3 141833 1 142345 1
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 154996 12 155506 18 156017 23 156527 27 157038 28 157548 30 158060 30 158572 29 159083 30 159595 30 160108 29 160620 29 161132 29 161645 1 161652 22 162165 20 162678 19 163190 19 163703 18 164215 19 164727 19 165239 19
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 180662 2 181174 2
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 203166 14 203677 16 204189 17 204701 20 205213 20 205724 22 206236 22 206748 22 207260 22 207773 21 208285 21 208797 21 209309 21 209820 22 210333 21 210844 22 211356 22 211868 22 212380 22 212892 21 213404 21 213916 17 213934 1 214430 12
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 138541 4 139052 6 139564 6 140077 6 140588 7 141100 7 141612 7 142124 6 142636 6 143148 7 143660 7 144172 7 144684 7 145196 6 145708 6 146221 4 146733 3
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 189789 10 190300 11 190812 11 191324 11 191836 11 192348 11 192860 4 193372 4 193884 4 194396 4 194908 4 195421 3
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 181665 9 181685 3 182176 25 182687 27 183199 29 183711 29 184223 29 184735 30 185247 31 185759 31 186271 31 186783 31 187295 31 187807 31 188319 31 188832 30 189344 31 189856 32 190368 32 190880 32 191392 33 191904 32 192415 34 192928 33 193440 33 193952 33 194464 33 194977 32 195490 31 196004 29 196518 27 197032 24 197546 22 198058 21 198571 19 199085 14 199100 1 199599 11 200114 1 200116 1
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 187753 26 188264 28 188776 28 189287 29 189799 29 190311 29 190823 29 191335 29 191847 29 192359 29 192880 20 193392 20 193904 20 194416 20 194928 20 195440 20 195952 20 196464 20 196976 18 197488 14 198000 6
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 173991 5 174500 9 175010 7 175522 6 176034 6 176546 6 177058 6 177570 6 177589 1 178082 6 178100 2 178594 6 178612 2 179106 7 179124 2 179618 8 179635 3 180130 20 180642 20 181155 19 181674 11
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 173998 6 174509 8 175026 3 175540 2 176052 2 176564 2 177076 1 177588 1
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 161644 1 161646 6 162153 12 162663 15 163173 17 163684 19 164195 20 164707 20 165218 21 165730 13 166241 14 166753 13 167265 13 167776 14 168288 14 168800 14 169312 14 169824 15 170336 14 170848 15 171360 15 171873 14 172386 13 172900 11
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 192864 16 193376 16 193888 16 194400 16 194912 16 195424 16 195936 16 196448 16 196960 16 197472 16 197984 16 198496 16 199009 2
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 97794 7 98305 9 98817 9 99329 9 99841 9 100353 9 100865 9 101377 9 101889 9 102401 9 102913 9 103425 9 103937 8 104450 4
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 175017 9 175528 12 176040 12 176552 12 177064 12 177576 12 178088 12 178600 12 179113 11 179626 9
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 199011 13 199522 14 200034 14 200546 14 201058 14 201570 14 202081 15 202593 15 203105 15 203617 15 204129 15 204641 15 205153 15 205665 14 206177 14 206689 13
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 87557 12 88069 13 88581 13 89093 13 89605 13 90117 13 90629 13 91141 13 91653 13 92165 11 92677 10
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81, 165743 27 166255 29 166766 31 167278 35 167790 37 168302 39 168814 41 169326 42 169839 41 170350 43 170863 42 171375 42 171887 42 172399 42 172911 42 173423 42 173935 42 174447 42 174959 42 175471 42 175983 42 176495 42 177007 42 177519 42 178031 42 178543 41 179056 40 179568 39 180081 37 180595 31 181111 6 181127 8
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 42372 5 42624 15 42880 17 43136 19 43392 20 43648 21 43904 22 44160 22 44416 22 44672 22 44928 21 45185 19 45442 17 45701 12 45961 3
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 28780 8 29035 11 29290 14 29546 15 29802 15 30058 16 30314 16 30570 17 30826 17 31083 16 31340 14 31598 11 31856 8
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 51836 7 52090 10 52345 12 52600 13 52855 15 53111 15 53366 16 53622 15 53878 15 54135 13 54391 12 54648 10 54906 6
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 61808 5 62062 11 62316 14 62572 15 62827 17 63083 17 63339 17 63595 17 63851 16 64108 15 64364 14 64622 9
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 18300 7 18554 12 18809 15 19064 17 19320 18 19576 18 19832 18 20088 18 20345 17 20602 15 20859 12 21118 7
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 25656 3 25910 7 26165 9 26421 10 26677 11 26933 11 27189 11 27445 11 27701 11 27958 10 28214 9 28472 5
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 4266 8 4521 11 4776 14 5031 16 5287 17 5542 19 5798 20 6054 21 6310 22 6566 22 6823 22 7079 22 7336 22 7592 22 7849 21 8106 20 8363 18 8621 16 8879 13 9137 10 9397 1 9399 2
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 33039 5 33294 8 33550 9 33806 10 34062 10 34318 10 34574 10 34831 8 35087 6
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 57351 6 57605 9 57860 11 58115 12 58370 14 58626 14 58882 14 59138 14 59394 14 59650 13 59906 12 60162 10 60418 8 60675 5
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 64466 10 64720 15 64976 16 65231 17 65488 17
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0, 4545 6 4800 8 5055 10 5311 10 5567 11 5823 11 6080 10 6336 10 6593 8 6849 8 7106 6 7363 5
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b, 40387 5 40641 9 40896 11 41152 11 41407 13 41662 14 41918 14 42174 13 42430 13 42686 12 42943 10 43201 5
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b, 41904 4 42158 8 42414 8 42669 10 42925 10 43181 10 43438 9 43694 8 43951 5
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b, 27133 4 27387 6 27643 6 27899 6 28154 7 28410 7 28666 7 28923 6 29179 6 29436 4
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b, 62725 3 62979 7 63234 9 63490 10 63746 11 64002 11 64258 11 64514 11 64771 9 65030 5
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b, 64530 3 64784 7 65039 9 65295 9
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 33664 8 33922 12 34180 14 34438 16 34697 17 34956 18 35215 19 35474 20 35734 20 35993 20 36253 20 36513 19 36772 18 37033 16 37293 15 37553 13 37813 12 38074 10 38335 8
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 41698 4 41956 7 42215 9 42474 10 42733 12 42992 13 43252 13 43512 13 43771 14 44031 13 44291 13 44550 13 44810 13 45070 12 45329 13 45589 12 45849 11 46109 10 46369 9 46629 8 46890 6 47151 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 81570 6 81828 9 82086 12 82345 14 82604 16 82863 17 83123 18 83382 19 83642 19 83903 18 84163 18 84424 17 84686 15 84947 13 85209 11 85470 9 85732 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 25445 2 25701 9 25959 11 26219 12 26478 13 26738 13 26998 12 27258 12 27519 10 27780 8
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 38875 2 39132 7 39391 9 39650 10 39910 10 40169 11 40429 11 40690 10 40950 9 41210 9 41472 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 83675 6 83933 11 84192 13 84452 13 84711 15 84971 16 85231 16 85491 17 85751 17 86011 17 86271 17 86532 16 86792 15 87053 13 87313 12 87574 9 87838 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 14693 5 14950 10 15208 13 15467 15 15726 17 15986 17 16246 18 16506 18 16766 19 17026 19 17286 19 17547 18 17808 16 18069 14 18330 11 18592 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 75121 9 75380 11 75639 13 75899 13 76158 14 76418 14 76678 14 76938 14 77198 14 77458 13 77718 13 77979 11 78239 11 78499 11 78760 9 79021 8 79281 8 79543 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 36813 9 37070 10 37328 11 37586 13 37604 1 37845 14 37863 2 38105 21 38364 22 38625 20 38885 19 39146 17 39407 14 39668 11 39930 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 77309 7 77568 9 77827 10 78086 11 78346 10 78606 10 78866 10 79126 10 79386 10 79647 8 79908 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 42959 4 43217 8 43474 12 43733 14 43993 14 44252 15 44512 15 44771 16 45030 16 45290 16 45550 15 45810 13 46070 12 46331 9 46591 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 55714 5 55971 10 56229 12 56488 13 56748 13 57007 14 57266 14 57526 14 57785 14 58045 13 58305 12 58566 9 58827 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 54498 5 54756 8 55013 12 55272 13 55531 14 55791 14 56050 14 56310 14 56570 14 56830 13 57089 14 57349 13 57609 13 57870 11 58131 10 58392 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 58262 9 58521 13 58781 14 59040 16 59300 18 59560 19 59820 20 60080 20 60340 21 60600 21 60860 21 61121 19 61381 18 61643 15 61905 12 62169 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 81915 6 82173 14 82432 13 82691 13 82950 14 83210 15 83470 17 83730 16 83990 15 84250 13 84511 10 84773 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 48652 8 48910 18 49169 21 49428 23 49687 24 49947 24 50207 24 50467 24 50728 23 50989 21 51249 20 51511 17 51772 15 52038 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 69547 5 69804 9 70064 9 70323 10 70583 10 70843 10 71103 9 71364 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 36136 3 36395 5 36653 7 36912 8 37171 10 37430 11 37689 12 37949 12 38208 13 38468 13 38728 12 38988 12 39248 12 39508 12 39768 12 40029 11 40289 11 40550 10 40810 9 41071 7 41332 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 16033 1 16290 6 16550 8 16809 9 17069 10 17329 10 17589 10 17849 11 18109 11 18369 11 18629 11 18889 11 19149 11 19409 11 19670 9 19930 9 20191 7 20453 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 44753 5 45013 8 45272 10 45532 11 45793 10 46053 11 46313 11 46573 11 46834 10 47094 9 47356 7 47618 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 2674 6 2932 9 3192 10 3451 11 3711 11 3971 10 4232 8 4494 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 18982 7 19242 9 19501 11 19761 11 20021 12 20281 12 20541 12 20801 11 21061 11 21321 10 21581 9 21842 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 64097 4 64355 8 64614 9 64874 9 65133 10 65393 10 65653 10 65913 10 66173 10 66434 9 66694 8 66955 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 12665 3 12922 9 13182 10 13441 11 13701 11 13961 11 14221 10 14482 9 14743 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 55995 1 56251 9 56509 12 56768 14 57027 15 57286 16 57545 17 57805 17 58064 18 58323 19 58583 18 58843 17 59103 16 59363 12 59624 9 59885 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 67534 3 67792 7 68051 8 68311 8 68571 8 68831 8 69091 8 69352 7 69614 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 3905 3 4163 7 4422 9 4682 10 4941 12 5201 13 5461 13 5721 14 5981 14 6241 14 6501 15 6761 15 7021 15 7281 16 7542 15 7802 15 8063 13 8323 13 8584 11 8845 9 9106 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 2434 4 2688 12 2947 14 3206 15 3465 15 3724 16 3984 15 4245 13 4507 9
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 50874 6 51133 8 51392 10 51652 10 51912 10 52171 11 52431 10 52691 10 52951 10 53212 8 53473 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 40210 8 40466 14 40725 17 40983 19 41242 21 41500 24 41759 25 42019 24 42279 24 42539 23 42801 20 43063 17 43331 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 46184 7 46442 9 46700 12 46960 12 47219 12 47478 13 47738 12 47997 13 48257 12 48517 11 48777 10 49038 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 21361 9 21620 14 21878 18 22138 18 22397 19 22657 19 22917 18 23178 16 23438 14 23700 9 23963 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 2293 4 2551 9 2810 11 3070 12 3330 12 3590 12 3850 12 4111 11 4371 11 4632 9 4894 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 27927 1 28183 9 28441 13 28699 15 28958 17 29218 17 29477 18 29737 18 29997 18 30257 19 30517 19 30777 20 31037 20 31297 20 31556 21 31816 21 32076 20 32336 19 32596 18 32856 17 33116 15 33376 14
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 76879 5 77138 7 77397 9 77657 9 77916 10 78176 11 78436 11 78696 11 78956 11 79216 12 79476 12 79736 12 79996 12 80256 11 80517 10 80777 10 81038 8 81298 7 81560 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 47461 3 47720 6 47979 8 48239 8 48499 8 48759 8 49020 6 49281 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 23034 5 23294 14 23553 16 23812 18 24071 19 24331 19 24590 20 24850 20 25110 20 25370 20 25630 21 25890 22 26150 23 26410 23 26670 23 26931 22 27192 21 27452 6 27463 10 27725 8
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 84931 1 85188 6 85447 8 85706 9 85965 11 86225 11 86484 12 86743 13 87002 14 87262 14 87521 15 87781 14 88041 13 88301 12 88562 9 88823 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde, 18190 9 18449 10 18708 12 18967 13 19227 13 19486 14 19746 14 20006 14 20266 14 20527 12 20788 10 21049 4
